DATE,Accommodation,Accommodation and Food Services,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",Administrative and Support and Waste Management and Remediation Services,Administrative and Support Services,Air Transportation,"Architectural, Engineering, and Related Services",Automotive Repair and Maintenance,Average Hourly Earnings of All Employees Construction,Average Hourly Earnings of All Employees Education and Health Services,Average Hourly Earnings of All Employees Financial Activities,Average Hourly Earnings of All Employees Goods Producing,Average Hourly Earnings of All Employees Leisure and Hospitality,Average Hourly Earnings of All Employees Manufacturing,Average Hourly Earnings of All Employees Other Services,Average Hourly Earnings of All Employees Professional and Business Services,Average Hourly Earnings of All Employees Total Private,"Average Hourly Earnings of All Employees Trade, Transportation, and Utilities",Average Weekly Earnings of All Employees Construction,Average Weekly Earnings of All Employees Education and Health Services,Average Weekly Earnings of All Employees Financial Activities,Average Weekly Earnings of All Employees Leisure and Hospitality,Average Weekly Earnings of All Employees Manufacturing,Average Weekly Earnings of All Employees Other Services,Average Weekly Earnings of All Employees Private Service Providing,Average Weekly Earnings of All Employees Professional and Business Services,Average Weekly Earnings of All Employees Total Private,"Average Weekly Earnings of All Employees Trade, Transportation, and Utilities",Average Weekly Hours of All Employees Construction,Average Weekly Hours of All Employees Education and Health Services,Average Weekly Hours of All Employees Financial Activities,Average Weekly Hours of All Employees Goods Producing,Average Weekly Hours of All Employees Leisure and Hospitality,Average Weekly Hours of All Employees Manufacturing,Average Weekly Hours of All Employees Other Services,Average Weekly Hours of All Employees Private Service Providing,Average Weekly Hours of All Employees Professional and Business Services,Average Weekly Hours of All Employees Total Private,"Average Weekly Hours of All Employees Trade, Transportation, and Utilities",Average Weekly Hours of Production Employees Manufacturing,Business Support Services,Construction,Couriers and Messengers,Education and Health Services,Educational Services,Federal Government,Financial Activities,Food Services and Drinking Places,Goods Producing ,Government,Health Care and Social Assistance,Information ,Investigation and Security Services,Legal Services ,Leisure and Hospitality,Local Government ,Management of Companies and Enterprises ,"Management, Scientific, and Technical Consulting Services",Manufacturing,Mining and Logging,"Mining, Logging, and Construction ",New Private Housing Units Authorized by Building Permits,Other Services,Personal and Laundry Services,Private Service Providing,Professional and Business Services,"Professional, Scientific and Tech Services",Real Estate Leasing and rental Services,Real Estate,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",Retail Trade,Service-Providing,Services to Buildings and Dwellings,Social Assistance,State Government,Support Activities for Transportation,Total Nonfarm,Total Private,Transportation and Warehousing,Travel Arrangement and Reservation Services,Truck Transportation,Unemployment Rate,Utilities,Warehousing and Storage,Waste Management and Remediation Services,Water Transportation,Wholesale Trade
01-04-1998,160.2,663.3,51.4,364,348.1,36.3,58.3,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.4,440.1,28.7,798.4,67.9,120,446.3,503.1,930.5,967.2,730.5,157.9,65.3,70.8,834.9,639.7,62.3,28.3,480.9,,,11447,273.7,74.5,4686.7,743.1,316.8,137.9,90,124.2,885.3,5653.9,94.9,83.6,207.5,43.9,6584.4,5617.2,214.8,23.6,46.2,3.9,27.2,20.9,15.9,10.2,305.1
01-05-1998,159.3,660.2,45.2,371.1,355.4,36.7,58.8,50.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.2,441.8,28.2,800.8,67.1,120.2,447,500.9,933.2,967.9,733.7,160.3,65.6,71.4,830.1,640.7,61.9,28.9,481.8,,,11512,274.6,74.9,4693.4,746.8,313.8,138.2,90.3,124.4,883.9,5661.3,96.7,84.3,207,44.1,6594.5,5626.6,215.9,24.1,47,4.1,27.2,21.1,15.7,10.1,306.8
01-06-1998,160.4,658,45.5,376.8,361,36.9,59.9,50.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.9,446.2,28,798.6,64.3,120.1,449.2,497.6,939.1,952.6,734.3,162.2,65.8,72.3,829.5,635.8,62.2,29.2,483.3,,,12980,276.2,75,4712.7,757.3,318.3,139.4,91.3,125.7,888.5,5665.3,98,83.9,196.7,44.2,6604.4,5651.8,216.3,24.4,46.9,4.6,27.2,21.6,15.8,10.2,307.7
01-07-1998,159.5,647.4,43,361,344.9,37.3,59.5,49.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,448.6,29.2,791,59.8,120.1,454,487.9,934.9,890,731.2,161.4,65.3,72.9,815.8,568.6,64.9,29.9,476.8,,,13653,274.8,74,4679.4,743.1,317.2,138.9,91.2,125.7,889.6,5569.4,94.2,82.1,201.3,43.8,6504.3,5614.3,215.8,23.4,46.8,4.7,27.2,21.2,16.1,10.1,306.7
01-08-1998,159.2,649.1,42.4,370,354.2,37.5,60.2,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.1,449.4,29,795.1,62.1,120,453.3,489.9,936.4,873.5,733,161.6,65.2,72.7,814.8,554.4,65.3,29.9,477.5,,,14307,274.1,73.8,4697.3,753.3,318,138.8,91.4,124.9,893.6,5570.8,96.4,82.6,199.1,44.2,6507.2,5633.7,216.6,24,47,4.7,27.1,21.4,15.8,10.1,307.8
01-09-1998,157.2,644.5,42.6,373.8,358,37.8,60.4,50.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.6,450.9,29.5,801.1,67.8,119.8,452.1,487.3,939.5,963.5,733.3,163.2,64.9,72.8,809.9,639.9,64.3,30.3,479,,,11272,273.9,74.5,4713.3,757.9,319.8,137.5,90.4,124,901,5676.8,97.3,83.5,203.8,44.3,6616.3,5652.8,218.5,24.2,47.3,4.6,27.2,21.8,15.8,10.1,308.5
01-10-1998,156.5,645.6,43.1,381.5,365.3,37.5,61.5,50.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.4,455.2,32.6,805.2,71.1,120.2,453.6,489.1,944.1,973.5,734.1,163.5,66.5,73.2,811.5,646.4,65.5,31.5,479.3,,,13640,275.8,74.5,4759.5,771.5,324.5,138.3,90.9,125.8,915.2,5733,99.1,84.2,206.9,44.9,6677.1,5703.6,222.8,24.7,47.3,4.3,28.7,22.1,16.2,10.3,311.7
01-11-1998,158.8,655.8,43.4,388.9,372.6,37.7,61.9,50.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.3,455.7,33.9,807.9,71.8,121.1,453.8,497,946.2,978.6,736.1,165.4,67.6,73.3,823.9,649.4,66.1,31.7,480.8,,,12027,276.4,74.7,4819.6,783,328,138.1,91.1,125.9,941.4,5798.2,100.8,85.3,208.1,45.5,6744.4,5765.8,226,25.1,47.5,4,28.7,22.8,16.3,10.4,313.1
01-12-1998,160.1,664.5,45.9,394.1,377.9,38.2,62.5,50.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.9,460.2,35.9,810.9,71.5,124.2,458.5,504.4,951.7,982.7,739.4,167.2,68.6,74.3,834,649.5,67.5,32.5,481.8,,,11306,277.3,75.5,4883.7,796.4,334.8,139.9,92.4,126.3,965.6,5866.4,102.1,85.6,209,46,6818.1,5835.4,231.1,25.4,48.4,3.6,28.7,23.1,16.2,10.7,314
01-01-1999,158,651.7,52.6,381.6,365.6,37.8,62.5,48.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.5,447.8,29.5,800.4,68.8,120.7,455.4,493.7,934,965.7,731.6,171.4,67.2,72,819.3,641.6,67.2,30.7,477.1,,,13679,274.7,74.9,4778.8,782.4,333.6,137.9,91.3,125.9,919.3,5744.5,99.1,84.4,203.4,43.9,6678.5,5712.8,219.9,24.7,47.6,4.1,28.3,23.1,16,10.1,307.7
01-02-1999,163.1,669,53.9,401.5,385.4,38.3,63.4,49.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.8,452.3,29.4,807.3,72.5,121.9,458.9,505.9,941.3,978,734.8,173.8,68.7,72.6,840.6,648.4,67.5,31.7,479.9,,,12537,277.2,75.7,4838.7,807.5,338.5,140,92.3,126.8,914.5,5816.7,103.9,85.3,207.7,43.7,6758,5780,220.5,25.9,47.8,4,28.5,23.3,16.1,10,309.9
01-03-1999,164.2,679.7,53.6,416.3,400.3,38.7,64.1,50.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.6,456,29.1,812.7,73.4,121.6,461,515.5,945.6,981.8,739.3,172.6,69.6,72.9,853.9,651.1,67.2,32.3,480.6,,,14188,279,76.2,4883.6,824,340.5,141.4,93.4,127.6,919,5865.4,107.5,86.3,209.1,43.9,6811,5829.2,221.1,26.8,47.9,3.7,28.9,23.1,16,10.1,311.4
01-04-1999,164.7,678.2,51.9,431.5,415.5,38.5,63.5,50.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.5,456,29.3,803.8,72.6,120.7,458.6,513.5,942.6,980.2,731.2,170.9,69.7,72.3,855.2,650.1,66.9,31.6,477.9,,,13367,276.8,74.7,4871.5,834.9,336.5,141.8,93.5,126.6,913.2,5851.7,111.1,86.4,209.4,43,6794.3,5814.1,219.2,27.7,47.5,3.7,27.8,23,16,10,311.1
01-05-1999,162.3,678.4,45.3,441.5,425.5,38.6,63.9,50.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.7,457.7,29.1,805.5,71.7,119.7,459.3,516.1,945.3,979.4,733.8,173.4,70.4,72.8,851.4,650.1,65.8,32,478.9,,,11654,277.8,75,4876.6,839,331.7,142,93.8,127.2,912.3,5856,113.5,87.1,209.6,42.8,6801.3,5821.9,219.1,28.3,47.6,3.7,27.7,23.1,16,10,311.1
01-06-1999,163.5,678.6,45.7,449.5,433.4,38.9,64.7,50.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.6,461.9,28.8,804.2,68.7,119.8,462,515.1,950.4,964.1,735.5,176.3,70.3,74.1,853,645.6,65.9,32.3,479.7,,,14802,280.4,75.3,4900.4,851.3,335.9,143.1,94.2,129.5,915.2,5864.5,115.4,87,198.7,42.9,6814.9,5850.8,219.4,28.8,47.9,4.1,27.4,23,16.1,10,311.2
01-07-1999,162.3,659.1,44,431,414.8,39,65.1,50.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.4,459.6,29.6,796.4,63.9,119.6,464.6,496.8,943,895.6,732.5,173.7,69.8,73.2,831.2,572.1,66.5,32.2,474.6,,,14136,278.5,73.5,4842.4,832.2,334.7,144.2,94.9,130.4,909.1,5738,110.9,85.1,203.9,42.2,6681,5785.4,219.1,27.6,47.5,4.3,27.8,23.4,16.2,10.1,309.8
01-08-1999,161.8,662.3,44.1,440.3,424.1,39.1,65.6,50.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.5,461.2,29.3,800.9,66.2,119.6,465,500.5,945.1,881.5,734.7,174.5,70.6,72.9,830.8,559.8,65.7,32.5,475,,,15342,278.5,73.3,4865,842.8,336.8,144,94.8,130.3,914.5,5746.5,113.2,85.6,202.1,42.6,6691.6,5810.1,220.2,28.2,48,4.2,27.9,23.6,16.2,10,309.9
01-09-1999,160.6,659.3,44.2,443,426.8,39,65.5,50.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.8,462.3,29.1,807,71.4,119.4,460.7,498.7,945.6,973.2,735.6,176.2,71.1,72.7,826.4,647.6,65.7,32.6,474.6,,,12113,278.9,73.9,4872.6,845.8,337.1,142.4,93.9,130.2,919.5,5845.8,113.8,85.9,206.2,42.6,6791.4,5818.2,219.8,28.4,48,4.1,27.8,23.3,16.2,10.1,310.5
01-10-1999,158.6,651,45.2,458.2,442.2,39,65.1,50.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.7,467.4,30.2,810.1,74.3,119.4,463.8,492.4,953.1,988.5,735.8,176.4,70.1,73.4,817.4,659.1,65.3,34.1,476.7,,,13700,281.2,74.5,4906.5,864.2,340.7,142.5,94.3,131.4,930.4,5895,117.5,86.6,210,44.2,6848.1,5859.6,222.3,29.3,47.7,3.8,28.2,23.3,16,10,312.5
01-11-1999,161,661.8,45.5,463.3,447.1,39.2,65.4,50.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.2,468.4,31.4,815.7,75.4,120,465.4,500.8,955.5,996.8,740.3,179.2,70.9,73.6,830.9,665,65.5,34.2,478.2,,,10697,283.2,75.2,4978.2,872.3,343.5,143.3,94.6,132.8,963.4,5975,118.7,87.5,211.8,45.1,6930.5,5933.7,225.7,29.6,48.5,3.7,28.1,23.4,16.2,10.2,314.3
01-12-1999,162.5,668.1,48.9,472.9,456.7,39.5,66,50.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.4,472.1,35.3,819.2,75.8,122.6,469.7,505.6,961.6,1002.5,743.4,181.7,71.1,74.5,838.9,666.1,66,34.9,480.7,,,14214,285,75.5,5049.3,890.1,351.2,145.1,95.5,133.8,988.1,6051.8,121,87.8,213.8,45.5,7013.4,6010.9,231.1,30.2,48.9,3.3,27.8,23.5,16.2,10.3,317.7
01-01-2000,160.7,657.8,54.4,459.6,443.2,39.3,65.5,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.8,469.2,30.3,811,74.1,120.1,464.2,497.1,951.2,991.6,736.9,177.3,69.7,72.7,830.5,665.5,65.4,34.5,473.2,,,11268,285.9,75.8,4961.5,876.7,351.7,143.2,93.4,135,948.1,5953.1,117.8,88.3,206,44.8,6904.3,5912.7,224,29.3,48.5,3.7,27.8,23.4,16.4,10.3,316
01-02-2000,165.5,672.4,54.9,471.4,455,39.4,66,51.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.2,473.7,30,818.7,77.4,120.9,465.9,506.9,958.8,1001.5,741.3,178.5,70.6,72.7,849,669.1,64.8,35.2,476.3,,,11147,288.2,76.2,5006.3,891.2,355,144.5,94.1,136.4,945.5,6007.8,120.6,89.7,211.5,44.8,6966.6,5965.1,224.1,30,48.6,3.5,28,23.5,16.4,10.2,317.2
01-03-2000,168.6,686.1,54.7,486.3,469.8,39.9,66.6,51.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,479.3,29.6,825.6,78.7,123.3,470.3,517.5,967.1,1009.7,746.9,181.9,72.5,74,866.6,673.5,65,36.1,478.9,,,12627,291.4,76.8,5069.3,910.5,359.2,147.2,95.6,138.1,949.7,6079,124.1,91,212.9,44.9,7046.1,6036.4,224.8,30.9,48.8,3.5,28.2,23.6,16.5,10.2,320.3
01-04-2000,167.7,686.3,55,479.1,462.8,39.8,66.6,51.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.1,474.8,30.6,822.3,79.8,127.1,469.8,518.6,960.6,1014.6,742.5,178.7,72.2,74,871.4,674.4,65.4,37.6,477.2,,,10750,291.4,77.1,5054.9,906.2,361.7,146,95.4,138.3,943.3,6069.5,122.5,90.3,213.1,44.3,7030.1,6015.5,224.9,30.5,48.5,3.3,27.8,23.2,16.3,10.3,319.1
01-05-2000,165.3,683.2,47.8,489.6,473.2,39.8,67.3,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.4,478.6,30.3,824.5,78.4,147.4,472,517.9,965.6,1034.1,746.1,180.3,73.4,74.2,863.8,673.3,64.4,38.3,478.3,,,13635,293.1,77.1,5064.2,910.6,356.6,147.2,96,139.4,946.4,6098.3,125,90.9,213.4,44.6,7063.9,6029.8,224.9,31.1,48.6,3.6,27.9,23.3,16.4,10.4,320.7
01-06-2000,166.3,680.2,47.8,490.3,473.9,39.8,68.5,51.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.5,485.7,29.9,825.3,76.1,127.4,478.1,513.9,975.3,948.3,749.2,183.8,73.5,76.2,862.7,615.1,65.3,39.9,480.8,,,15448,295.2,77.6,5090.6,918.6,363,150.4,98.1,141,951.5,6038.9,125.1,91.1,205.8,44.2,7014.2,6065.9,224.8,31.2,48.8,4,28,23.4,16.4,10.4,322.6
01-07-2000,165,670.5,47.1,479.4,463,40,69.6,51.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.2,485.1,30.2,820.8,71.7,127.8,473.9,505.5,971.8,932.7,749.1,185.4,72.6,75.8,849.4,602.3,65.4,40.4,478.1,,,11506,293.8,75.9,5043.7,909.2,364.4,148.7,96.4,141.6,937.7,5976.4,122.5,90.6,202.6,43.7,6948.2,6015.5,224.1,30.5,48.4,4.1,28.3,23.3,16.4,10.6,321.1
01-08-2000,163.4,671.7,47.1,489.8,473.4,40.1,70.2,51.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.4,488.3,30,827.6,74.1,122.8,475.1,508.3,975.1,1005.7,753.5,186.9,73.4,75.6,847.5,678.8,65.1,41.1,478.2,,,13266,292.8,76.1,5073.5,921.6,366.7,149.1,96.8,140.7,946.9,6079.2,125,91.5,204.1,44,7054.3,6048.6,224.6,31.2,48.4,4.2,28.3,23.5,16.4,10.6,322.2
01-09-2000,162.8,669.4,47.4,498,481.4,40.1,70.7,51.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.4,493,30.1,837,79.3,119.8,475.8,506.6,980.7,1009.9,757.7,188.6,73.9,76.3,843.9,680.9,65,42.1,479,,,12421,294.2,76.9,5098.7,932.9,369.9,149.2,97.1,140.6,947.6,6108.6,126.9,92.2,209.2,44.6,7089.3,6079.4,226.1,31.6,49,3.9,28.1,23.4,16.6,10.6,324.5
01-10-2000,161,671.4,47.1,496.8,480.3,40.1,70.1,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.2,490.2,29.8,840.3,81.6,120.1,475.6,510.4,974.4,1018.2,758.7,188.4,72.9,75.8,849.3,684.2,63.6,41.7,475.4,,,12429,295.5,77.5,5109.9,929,368.6,148.5,96.6,141.4,954.6,6128.1,126.7,92.2,213.9,44.7,7102.5,6084.3,225.4,31.6,47.9,3.6,28.2,23.7,16.5,10.8,323.6
01-11-2000,163.6,680.9,47.6,502.6,485.9,40.3,70.4,51.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.9,491.9,30.2,845.6,82.2,120.6,477.1,517.3,976.4,1025.4,763.4,190,73.7,76.2,863.3,690.1,64.5,42.5,475.9,,,12346,295.5,77.7,5179.5,938.9,371.8,149,96.8,141.6,988.2,6204.9,128,93.5,214.7,45.4,7181.3,6155.9,227.8,31.9,48.5,3.5,28.2,24,16.7,10.8,324.9
01-12-2000,165,687.3,49.8,504.5,487.6,40.7,71,51.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.1,493.8,34.6,850.8,82.9,122.7,480.3,522.3,979.1,1029.1,767.9,191.9,73.9,77.2,871.9,689.8,65.3,43.4,476.7,,,11556,296.3,78.4,5238.5,947,377.2,150.5,97.7,141.7,1010.8,6267.6,128.4,93.8,216.6,46,7246.7,6217.6,233.9,32,48.7,3.3,28.1,24.3,16.9,11,327.5
01-01-2001,163.4,678.3,56.5,489.2,473.3,40.5,69.5,51.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.9,70.4,488.5,29.4,833.9,78.5,121.6,470.3,514.9,964.7,1014.7,755.4,187.5,72.8,74.4,860.4,685.4,65,40.3,467.9,,,12487,292.5,76.3,5101.4,927.1,372.9,146.6,96,140.8,958.4,6116.1,125,92.6,207.7,44.1,7080.8,6066.1,223.7,31.1,48.1,3.9,27.6,23.6,15.9,10.8,320
01-02-2001,167.2,694,58.1,507.4,491.5,40.8,69.9,51.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.5,72.6,491.3,28.9,842.6,81.3,121.1,473.6,526.8,966.8,1028.2,761.3,188.5,73.7,74.9,881,693.1,65.9,41.1,467.2,,,11151,294.9,76.6,5156.7,950.8,377.5,147.9,96.9,142.2,952.1,6184.9,129.4,93.9,214,43.9,7151.7,6123.5,223.9,32.2,48.4,3.7,27.5,23.8,15.9,10.8,321.8
01-03-2001,169.8,708.6,57.3,517.9,502,40.9,70.2,51.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.4,73.8,494.7,28.6,847.6,81.8,121.4,477.4,538.8,969.6,1034.3,765.8,189.1,74.8,75.6,899.6,697.2,65.9,41.7,466.6,,,16146,297.6,77.4,5209.6,963.1,379.3,149.7,98.2,143.5,959.2,6243.9,131.9,94.7,215.7,44.5,7213.5,6179.2,224.8,32.9,48.5,3.9,27.6,23.9,15.9,10.7,323.6
01-04-2001,167.9,702.6,56.5,509.3,493.6,40.7,69.8,51.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.3,72.8,492,29.6,848.7,81.8,121,479,534.7,962.3,1035.2,766.9,187.3,73.5,76.1,891.8,698.8,65.5,42.2,462.1,,,12406,296,77,5181.1,953.8,379,151.5,99.9,142.3,948.6,6216.3,129.9,94.9,215.4,44.4,7178.6,6143.4,225.5,32.4,48.3,3.9,27.7,24.1,15.7,10.9,322.7
01-05-2001,166.9,703.1,49.1,513.9,497.9,40.8,69.7,52.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.9,73.3,494.7,29,852,81.2,121.2,479.7,536.2,963.3,1036.6,770.8,187.2,73.8,76.9,889.9,700.3,66.6,43.1,460.3,,,16902,297.6,77.2,5182.5,954.1,373.6,151.5,100.2,143.3,947.1,6219.1,130.9,95.6,215.1,44.4,7182.4,6145.8,224.6,32.6,48.1,3.9,27.6,24,16,10.8,322.7
01-06-2001,166.1,698.2,48.8,513,497,40.7,70.7,52.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.6,73.2,500.8,28.6,854.2,78.3,121.9,483.1,532.1,967.4,968.8,775.9,186.9,73.1,78,883.9,639.8,67,43.3,458.4,,,13561,300.6,77.3,5182.7,955.8,375.8,153.7,101.9,145.4,944.8,6151.5,130.7,95.2,207.1,44.6,7118.9,6150.1,224.2,32.6,48.7,4.5,27.5,23.7,16,10.8,321.7
01-07-2001,162.6,680.6,45.7,503.7,487.7,41.4,71.2,51.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.3,72.1,500.8,29.2,844.7,73.8,122.4,481.6,518,959.4,952.9,770.9,184.7,71.6,78.1,862.5,626.5,68,42.1,450.5,,,14643,297.8,76.9,5117.5,940.5,368.8,152.5,101.5,144,935.4,6070.4,128.4,92.4,204,44.2,7029.8,6076.9,223.9,32,48.3,4.6,27.4,23.4,16,11.1,319
01-08-2001,160.8,683.7,45.5,509.2,493.3,41.4,71.3,51.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.7,72.8,504.5,28.5,852.4,77.8,122.3,482.9,522.9,962.3,1033.2,774.6,183.6,71.8,78.4,861.6,706.1,68.5,41.9,449.9,,,16116,298.1,77.2,5135.3,946,368.3,153.6,102.5,143.5,939.7,6168.5,129.8,93.3,204.8,44.6,7130.8,6097.6,224.2,32.3,48.3,5,27.4,23.7,15.9,11.1,319.4
01-09-2001,158,679.8,45.5,507.6,491.7,40.9,71.3,51.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.9,72.6,504.5,28,861,82.3,122.2,481.4,521.8,959.3,1039.2,778.7,181.7,71.2,78.1,855.5,708.3,69.3,41.4,446.9,,,12385,298.4,77.2,5133,944.5,367.6,152.7,102.1,143.6,939.6,6172.2,129.4,93.5,208.7,44.6,7131.5,6092.3,223.5,32.3,48.2,4.8,27.8,23.7,15.9,11.1,319.6
01-10-2001,149.4,670.2,47.2,501.5,485.3,40.1,71.9,51.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.8,71.8,506.7,28.9,866,84.7,121.2,480.8,520.8,957.4,1041.7,781.3,179.8,70.8,78.8,844.7,707.1,69.9,41.8,443,,,11898,297.7,77.2,5123.2,941.2,369.8,151.8,102.6,143.4,943.8,6164.9,127.9,93.1,213.4,44.2,7122.3,6080.6,222.3,31.9,47.5,5.8,27.6,23.8,16.2,11.5,319.3
01-11-2001,148.4,675.6,47.5,501.8,485.8,38.7,71.8,51.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.6,71.9,507.6,28.8,870.7,84.9,121.4,481.5,527.2,956.6,1047.8,785.8,179.8,71,79.1,852,709.4,70.2,41.7,441.4,,,13383,299.8,78.3,5166.2,942.7,370.7,151.7,102.8,144.4,970.9,6214,128,94.1,217,44.5,7170.6,6122.8,221.7,31.9,47.8,5.9,27.7,24,16,11.5,319.4
01-12-2001,148.8,680.7,51.4,495.9,479.9,38,71.9,51.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.7,71.2,507,32.3,876.8,85.2,123.3,483.3,531.9,956.2,1049.2,791.6,180.5,70.5,80.1,858.2,712.1,70.9,42.1,441.6,,,13202,301.5,79,5206.1,943.3,376.5,152.3,103.8,145.4,987.6,6255.3,126.6,94.2,213.8,45.3,7211.5,6162.3,225.9,31.5,48,5.8,28.1,24.2,16,11.6,320.9
01-01-2002,151,675.2,57.3,475,459.3,37.9,70.4,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.9,68.7,495.9,28.1,860,81.9,120.7,479.7,524.2,937.5,1033.9,778.1,177.5,68.5,78,850.6,707,71.7,40.2,434.3,7.3,503.2,15347,302.2,78.2,5101.2,920.9,374.2,151.1,103.3,147.9,946.9,6135.1,121.6,92.8,206.2,43.6,7072.6,6038.7,217.9,30.3,46.7,6.1,27.1,23.9,15.7,11.8,318.4
01-02-2002,157,691.3,58.8,492.4,475.9,38.2,70.6,51.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.2,70.7,497,27.7,867.8,84.8,120.2,481.9,534.3,938.5,1044.2,783,177,68.8,78.4,870.7,712.5,71.5,40.8,434.1,7.4,504.4,15555,304.7,78.9,5145.5,942.3,378.4,151.9,103.8,149.3,936.8,6189.7,125.6,93.9,211.5,43.5,7128.2,6084,217.4,31.3,46.5,5.7,27.2,23.5,16.5,11.8,319.7
01-03-2002,160.6,705.4,58.3,504.6,488.2,38,71,52.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.5,72.2,499.8,27.5,875.4,85.9,120.5,483.5,544.8,941.6,1048.8,789.5,177.2,68.6,79,890,716.2,71.4,41.5,434.5,7.3,507.1,14756,308.4,79.6,5199.4,956.5,380.5,153.1,104.6,151,941.5,6248.2,128.6,94.7,212.1,44.1,7189.8,6141,219,32,47,5.6,27.4,24.2,16.4,11.7,320.5
01-04-2002,161,708,57.2,508.8,492.7,37.9,70,52.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.2,72.7,498.5,27.9,872.3,85.7,120.4,482,547,936.9,1049.3,786.6,175,68.6,79.8,890.4,717.4,69.8,41.5,431.1,7.3,505.8,13951,305.2,79.4,5183.5,957.5,378.9,154.4,105.4,147.9,936.4,6232.8,129.6,95.1,211.5,44.1,7169.7,6120.4,218.5,32.3,46.4,5.5,27.7,24.4,16.1,11.5,318.5
01-05-2002,160.1,705.4,48.6,515.6,499.4,38,70.5,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.9,73.5,502,27.5,875.6,85.9,120.3,482.9,545.3,939.5,1053.7,789.7,175.3,68.5,80.6,887.1,719.1,70.8,41.9,430.2,7.3,509.3,14407,306.7,78.9,5188.3,958.6,372.2,154.6,105,149.5,936.8,6242,131.2,96.2,214.3,43.9,7181.5,6127.8,217.7,32.7,46.5,5.4,27.6,24.3,16.2,11.4,320
01-06-2002,160.7,702.5,48.5,511,494.8,37.9,71.1,52.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.7,73,503.7,27.2,874.3,82.4,121.6,485.1,541.8,941,977.9,791.9,174.8,67.2,81.7,885.4,656.9,71,42,430,7.3,511,16181,308.3,78.6,5180.6,956.1,374.1,155.8,106,151.8,932.7,6158.5,130.1,95.9,199.4,44.1,7099.5,6121.6,216.4,32.4,46.6,5.9,27.9,24.2,16.2,11.3,319.6
